noun,support,len,variation
fraldeiros,fraldeiro,10,2
fraldeiro,fraldeiro,9,2
fraguras,fragura,8,2
fragura,fragura,7,2
fragulhos,fragulho,9,2
fragulho,fragulho,8,2
fraldiqueira,fraldiqueira,12,2
fragueiros,fragueiro,10,2
fragueirices,fragueirice,12,2
fragueirice,fragueirice,11,2
fraguedos,fraguedo,9,2
fraguedo,fraguedo,8,2
fragrâncias,fragrância,11,2
fragrância,fragrância,10,2
fragárias,fragária,9,2
fragária,fragária,8,2
fragosão,fragosão,8,2
fragosidades,fragosidade,12,2
fragosidade,fragosidade,11,2
fragueiro,fragueiro,9,2
franquisque,franquisque,11,2
fraldiqueiras,fraldiqueira,13,2
fraldisqueiros,fraldisqueiro,14,2
franchising,franchising,11,2
francesistas,francesista,12,2
francesista,francesista,11,2
francesismos,francesismo,12,2
francesismo,francesismo,11,2
francesices,francesice,11,2
francesice,francesice,10,2
francesias,francesia,10,2
francesia,francesia,9,2
francelhos,francelho,10,2
francelho,francelho,9,2
fraldisqueiro,fraldisqueiro,13,2
francelas,francela,9,2
francaletes,francalete,11,2
francalete,francalete,10,2
franças,frança,7,2
frança,frança,6,2
framboeseiros,framboeseiro,13,2
framboeseiro,framboeseiro,12,2
framboeseiras,framboeseira,13,2
framboeseira,framboeseira,12,2
framboesas,framboesa,10,2
framboesa,framboesa,9,2
fraldão,fraldão,7,2
francela,francela,8,2
franquisques,franquisque,12,2
franquista,franquista,10,2
franquistas,franquista,11,2
frechas,frecha,7,2
frecharias,frecharia,10,2
frecharia,frecharia,9,2
frechal,frechal,7,2
frechais,frechal,8,2
frechadas,frechada,9,2
frechada,frechada,8,2
frecha,frecha,6,2
fúrculas,fúrcula,8,2
fregona,fregona,7,2
fúrcula,fúrcula,7,2
fórcipe,fórcipe,7,2
fraxíneas,fraxínea,9,2
fraxínea,fraxínea,8,2
fraxininas,fraxinina,10,2
fraxinina,fraxinina,9,2
fraxináceas,fraxinácea,11,2
fraxinácea,fraxinácea,10,2
fraxinas,fraxina,8,2
fraxina,fraxina,7,2
frautas,frauta,7,2
frauta,frauta,6,2
fórcipes,fórcipe,8,2
fraudulências,fraudulência,13,2
fregonas,fregona,8,2
freguesias,freguesia,10,2
freis,frei,5,2
freirinhas,freirinha,10,2
freirinha,freirinha,9,2
freirices,freirice,9,2
freirice,freirice,8,2
freirias,freiria,8,2
freiria,freiria,7,2
freires,freire,7,2
freire,freire,6,2
freiras,freira,7,2
freirarias,freiraria,10,2
freguesia,freguesia,9,2
freiraria,freiraria,9,2
freios,freio,6,2
freio,freio,5,2
freimão,freimão,7,2
freimões,freimão,8,2
freimas,freima,7,2
freimaços,freimaço,9,2
freimaço,freimaço,8,2
freima,freima,6,2
freichas,freicha,8,2
freicha,freicha,7,2
frei,frei,4,2
freira,freira,6,2
frontadas,frontada,9,2
fraudulência,fraudulência,12,2
fraude,fraude,6,2
fraseologias,fraseologia,12,2
fraseologia,fraseologia,11,2
fraseados,fraseado,9,2
fraseado,fraseado,8,2
frascas,frasca,7,2
frascarias,frascaria,10,2
frascaria,frascaria,9,2
frascal,frascal,7,2
frascais,frascal,8,2
frascagens,frascagem,10,2
frascagem,frascagem,9,2
fraseologista,fraseologista,13,2
frasca,frasca,6,2
fraquismo,fraquismo,9,2
fraquezas,fraqueza,9,2
fraqueza,fraqueza,8,2
fraques,fraque,7,2
fraqueiras,fraqueira,10,2
fraqueira,fraqueira,9,2
fraque,fraque,6,2
franzimentos,franzimento,12,2
franzimento,franzimento,11,2
franzidos,franzido,9,2
franzido,franzido,8,2
fraquismos,fraquismo,10,2
fraudes,fraude,7,2
fraseologistas,fraseologista,14,2
fraseomanias,fraseomania,12,2
fraudação,fraudação,9,2
fraudações,fraudação,10,2
fratricidas,fratricida,11,2
fratricida,fratricida,10,2
fratricídios,fratricídio,12,2
fratricídio,fratricídio,11,2
fratrias,fratria,8,2
fratria,fratria,7,2
fraternização,fraternização,13,2
fraternizações,fraternização,14,2
fraternidades,fraternidade,13,2
fraseomania,fraseomania,11,2
fraternidade,fraternidade,12,2
fraterna,fraterna,8,2
frateados,frateado,9,2
frateado,frateado,8,2
frasquetas,frasqueta,10,2
frasqueta,frasqueta,9,2
frasqueiras,frasqueira,11,2
frasqueira,frasqueira,10,2
frasnianos,frasniano,10,2
frasniano,frasniano,9,2
frasistas,frasista,9,2
frasista,frasista,8,2
fraternas,fraterna,9,2
girassóis,girassol,9,2
galerianos,galeriano,10,2
galerista,galerista,9,2
genitivos,genitivo,9,2
genitivo,genitivo,8,2
genioplastias,genioplastia,13,2
genioplastia,genioplastia,12,2
geniculação,geniculação,11,2
geniculações,geniculação,12,2
genicas,genica,7,2
genica,genica,6,2
genialidades,genialidade,12,2
genialidade,genialidade,11,2
gengivites,gengivite,10,2
gengivite,gengivite,9,2
gengivas,gengiva,8,2
gengiva,gengiva,7,2
gengibres,gengibre,9,2
gengibre,gengibre,8,2
gengibirras,gengibirra,11,2
gengibirra,gengibirra,10,2
genetrizes,genetriz,10,2
genetriz,genetriz,8,2
genetliologistas,genetliologista,16,2
genetliologista,genetliologista,15,2
genetliologias,genetliologia,14,2
genitália,genitália,9,2
genitálias,genitália,10,2
genitura,genitura,8,2
genituras,genitura,9,2
gentalhas,gentalha,9,2
gentalha,gentalha,8,2
gentaças,gentaça,8,2
gentaça,gentaça,7,2
genros,genro,6,2
genro,genro,5,2
genéricos,genérico,9,2
genérico,genérico,8,2
genovenses,genovense,10,2
genovense,genovense,9,2
genoplastias,genoplastia,12,2
genetliologia,genetliologia,13,2
genoplastia,genoplastia,11,2
genopatia,genopatia,9,2
genonomias,genonomia,10,2
genonomia,genonomia,9,2
genomas,genoma,7,2
genoma,genoma,6,2
genocidas,genocida,9,2
genocida,genocida,8,2
genocídios,genocídio,10,2
genocídio,genocídio,9,2
genoblastos,genoblasto,11,2
genoblasto,genoblasto,10,2
genopatias,genopatia,10,2
geneticistas,geneticista,12,2
geneticista,geneticista,11,2
genetias,genetia,8,2
genebrada,genebrada,9,2
genebra,genebra,7,2
genearcas,genearca,9,2
genearca,genearca,8,2
genealogistas,genealogista,13,2
genealogista,genealogista,12,2
genealogias,genealogia,11,2
genealogia,genealogia,10,2
gene,gene,4,2
gendarmes,gendarme,9,2
gendarme,gendarme,8,2
genebradas,genebrada,10,2
gendarmarias,gendarmaria,12,2
gencianáceas,gencianácea,12,2
gencianácea,gencianácea,11,2
gencianas,genciana,9,2
genciana,genciana,8,2
gemulação,gemulação,9,2
gemulações,gemulação,10,2
gempílidas,gempílida,10,2
gempílida,gempílida,9,2
gempilídeos,gempilídeo,11,2
gempilídeo,gempilídeo,10,2
gemologistas,gemologista,12,2
gendarmaria,gendarmaria,11,2
gente,gente,5,2
genebras,genebra,8,2
genebreiros,genebreiro,11,2
genetia,genetia,7,2
genes,gene,5,2
generosidades,generosidade,13,2
generosidade,generosidade,12,2
generatrizes,generatriz,12,2
generatriz,generatriz,10,2
generalíssimos,generalíssimo,14,2
generalíssimo,generalíssimo,13,2
generalização,generalização,13,2
generalizações,generalização,14,2
generalistas,generalista,12,2
genebreiro,genebreiro,10,2
generalista,generalista,11,2
generalidade,generalidade,12,2
generalatos,generalato,11,2
generalato,generalato,10,2
generalas,generala,9,2
generalados,generalado,11,2
generalado,generalado,10,2
generala,generala,8,2
general,general,7,2
generais,general,8,2
generacionismos,generacionismo,15,2
generacionismo,generacionismo,14,2
generalidades,generalidade,13,2
gemologista,gemologista,11,2
genteca,genteca,7,2
gentes,gente,6,2
geofone,geofone,7,2
geofagias,geofagia,9,2
geofagia,geofagia,8,2
geoeconomistas,geoeconomista,14,2
geoeconomista,geoeconomista,13,2
geoeconomias,geoeconomia,12,2
geoeconomia,geoeconomia,11,2
geodésicas,geodésica,10,2
geodésica,geodésica,9,2
geodésias,geodésia,9,2
geodésia,geodésia,8,2
geodímetros,geodímetro,11,2
geodímetro,geodímetro,10,2
geodinâmicas,geodinâmica,12,2
geodinâmica,geodinâmica,11,2
geodimetrias,geodimetria,12,2
geodimetria,geodimetria,11,2
geodesímetros,geodesímetro,13,2
geodesímetro,geodesímetro,12,2
geodesistas,geodesista,11,2
geodesista,geodesista,10,2
geodesimetrias,geodesimetria,14,2
geodesimetria,geodesimetria,13,2
geofones,geofone,8,2
geogenia,geogenia,8,2
geometria,geometria,9,2
geometrídeos,geometrídeo,12,2
geometrídeo,geometrídeo,11,2
geomantes,geomante,9,2
geomante,geomante,8,2
geomancias,geomancia,10,2
geomancia,geomancia,9,2
geomagnetismos,geomagnetismo,14,2
geomagnetismo,geomagnetismo,13,2
geologistas,geologista,11,2
geologista,geologista,10,2
geodesias,geodesia,9,2
geologias,geologia,9,2
geolitologistas,geolitologista,15,2
geolitologista,geolitologista,14,2
geolitologias,geolitologia,13,2
geolitologia,geolitologia,12,2
geografias,geografia,10,2
geografia,geografia,9,2
geognosiologistas,geognosiologista,17,2
geognosiologista,geognosiologista,16,2
geognosias,geognosia,10,2
geognosia,geognosia,9,2
geogenias,geogenia,9,2
geologia,geologia,8,2
geodesia,geodesia,8,2
geodesígrafos,geodesígrafo,13,2
geodesígrafo,geodesígrafo,12,2
genuflexórios,genuflexório,13,2
genuflexório,genuflexório,12,2
genuflexão,genuflexão,10,2
genuflexões,genuflexão,11,2
genuenses,genuense,9,2
genuense,genuense,8,2
gentuças,gentuça,8,2
gentuça,gentuça,7,2
gentílicos,gentílico,10,2
gentílico,gentílico,9,2
gentlemen,gentleman,9,2
genuinidade,genuinidade,11,2
gentleman,gentleman,9,2
genótipo,genótipo,8,2
gentilismos,gentilismo,11,2
gentilismo,gentilismo,10,2
gentilidades,gentilidade,12,2
gentilidade,gentilidade,11,2
gentilezas,gentileza,10,2
gentileza,gentileza,9,2
genéticas,genética,9,2
genética,genética,8,2
gentiagas,gentiaga,9,2
gentiaga,gentiaga,8,2
genótipos,genótipo,9,2
gentecas,genteca,8,2
genuinidades,genuinidade,12,2
geoanticlinal,geoanticlinal,13,2
geodes,geode,6,2
geode,geode,5,2
geocronologistas,geocronologista,16,2
geocronologista,geocronologista,15,2
geocronologias,geocronologia,14,2
geocronologia,geocronologia,13,2
geoclimatologistas,geoclimatologista,18,2
geoclimatologista,geoclimatologista,17,2
geoclimatologias,geoclimatologia,16,2
geoclimatologia,geoclimatologia,15,2
geocinéticas,geocinética,12,2
geoanticlinais,geoanticlinal,14,2
geocinética,geocinética,11,2
geociência,geociência,10,2
geocentristas,geocentrista,13,2
geocentrista,geocentrista,12,2
geocentrismos,geocentrismo,13,2
geocentrismo,geocentrismo,12,2
geocarpias,geocarpia,10,2
geocarpia,geocarpia,9,2
geobotânicas,geobotânica,12,2
geobotânica,geobotânica,11,2
geobiologias,geobiologia,12,2
geobiologia,geobiologia,11,2
geociências,geociência,11,2
geometrias,geometria,10,2
gemologias,gemologia,10,2
gemiparidades,gemiparidade,13,2
gazela,gazela,6,2
gazel,gazel,5,2
gazeios,gazeio,7,2
gazeio,gazeio,6,2
gaze,gaze,4,2
gazas,gaza,5,2
gazal,gazal,5,2
gazais,gazal,6,2
gaza,gaza,4,2
gaz,gaz,3,1
gays,gay,4,2
gay,gay,3,2
gaxetas,gaxeta,7,2
gaxeta,gaxeta,6,2
gavotas,gavota,7,2
gavota,gavota,6,2
gavão,gavão,5,2
gavitos,gavito,7,2
gavito,gavito,6,2
gavitas,gavita,7,2
gavita,gavita,6,2
gavião,gavião,6,2
gavinhas,gavinha,8,2
gazelas,gazela,7,2
gazes,gaze,5,2
gazões,gazão,6,2
gazulares,gazular,9,2
gazular,gazular,7,2
gazuas,gazua,6,2
gazua,gazua,5,2
gazolas,gazola,7,2
gazola,gazola,6,2
gazofiláceos,gazofiláceo,12,2
gazofiláceo,gazofiláceo,11,2
gazão,gazão,5,2
gazivas,gaziva,7,2
gaziva,gaziva,6,2
gavinha,gavinha,7,2
gazéis,gazel,6,2
gazia,gazia,5,2
gazetistas,gazetista,10,2
gazetista,gazetista,9,2
gazetismos,gazetismo,10,2
gazetismo,gazetismo,9,2
gazetilhistas,gazetilhista,13,2
gazetilhista,gazetilhista,12,2
gazetilhas,gazetilha,10,2
gazetilha,gazetilha,9,2
gazetas,gazeta,7,2
gazeta,gazeta,6,2
gazias,gazia,6,2
gavinas,gavina,7,2
gavina,gavina,6,2
gaviformes,gaviforme,10,2
gauss,gauss,5,2
gaus,gau,4,2
gauros,gauro,6,2
gauro,gauro,5,2
gaullistas,gaullista,10,2
gaullista,gaullista,9,2
gaudérios,gaudério,9,2
gaudério,gaudério,8,2
gaudas,gauda,6,2
gauda,gauda,5,2
gauchismos,gauchismo,10,2
gausses,gauss,7,2
gauchismo,gauchismo,9,2
gauchada,gauchada,8,2
gau,gau,3,2
gatázios,gatázio,8,2
gatázio,gatázio,7,2
gaturamos,gaturamo,9,2
gaturamo,gaturamo,8,2
gatunismos,gatunismo,10,2
gatunismo,gatunismo,9,2
gatunices,gatunice,9,2
gatunice,gatunice,8,2
gatunhas,gatunha,8,2
gauchadas,gauchada,9,2
gábia,gábia,5,2
gaussiana,gaussiana,9,2
gaussiano,gaussiano,9,2
gaviforme,gaviforme,9,2
gavietes,gaviete,8,2
gaviete,gaviete,7,2
gaviões,gavião,7,2
gavial,gavial,6,2
gaviais,gavial,7,2
gavetos,gaveto,7,2
gavetopes,gavetope,9,2
gavetope,gavetope,8,2
gavetão,gavetão,7,2
gaveto,gaveto,6,2
gaussianas,gaussiana,10,2
gavetões,gavetão,8,2
gaveteiro,gaveteiro,9,2
gavetas,gaveta,7,2
gaveta,gaveta,6,2
gavões,gavão,6,2
gavelas,gavela,7,2
gavela,gavela,6,2
gavarros,gavarro,8,2
gavarro,gavarro,7,2
gaussímetros,gaussímetro,12,2
gaussímetro,gaussímetro,11,2
gaussianos,gaussiano,10,2
gaveteiros,gaveteiro,10,2
gemologia,gemologia,9,2
gábias,gábia,6,2
gádidas,gádida,7,2
gemação,gemação,7,2
gemagens,gemagem,8,2
gemagem,gemagem,7,2
gemações,gemação,8,2
gemadas,gemada,7,2
gemada,gemada,6,2
gema,gema,4,2
gelosias,gelosia,8,2
gelosia,gelosia,7,2
geloses,gelose,7,2
gelose,gelose,6,2
gelividades,gelividade,11,2
gelividade,gelividade,10,2
gelhas,gelha,6,2
gelha,gelha,5,2
geles,gel,5,2
geleiras,geleira,8,2
geleira,geleira,7,2
geleificação,geleificação,12,2
geleificações,geleificação,13,2
geleias,geleia,7,2
geleia,geleia,6,2
gelatinografias,gelatinografia,15,2
gemas,gema,5,2
gematria,gematria,8,2
gematrias,gematria,9,2
gemedeira,gemedeira,9,2
gemiparidade,gemiparidade,12,2
geminas,gemina,7,2
geminação,geminação,9,2
geminações,geminação,10,2
gemina,gemina,6,2
gemidos,gemido,7,2
gemido,gemido,6,2
gemideiras,gemideira,10,2
gemideira,gemideira,9,2
geómetras,geómetra,9,2
geómetra,geómetra,8,2
gelatinografia,gelatinografia,14,2
gemeologias,gemeologia,11,2
gemelíparas,gemelípara,11,2
gemelípara,gemelípara,10,2
gemelos,gemelo,7,2
gemelo,gemelo,6,2
gemeidades,gemeidade,10,2
gemeidade,gemeidade,9,2
gemedouros,gemedouro,10,2
gemedouro,gemedouro,9,2
gemedoiros,gemedoiro,10,2
gemedoiro,gemedoiro,9,2
gemedeiras,gemedeira,10,2
gemeologia,gemeologia,10,2
gelatinização,gelatinização,13,2
gelatinizações,gelatinização,14,2
gelatinas,gelatina,9,2
gefinianos,gefiniano,10,2
gefiniano,gefiniano,9,2
geenas,geena,6,2
geena,geena,5,2
geeiros,geeiro,7,2
geeiro,geeiro,6,2
gedinianos,gediniano,10,2
gediniano,gediniano,9,2
gecos,geco,5,2
geco,geco,4,2
gebres,gebre,6,2
gefíreo,gefíreo,7,2
gebreiras,gebreira,9,2
gebre,gebre,5,2
gebices,gebice,7,2
gebice,gebice,6,2
gebadas,gebada,7,2
gebada,gebada,6,2
geanticlinal,geanticlinal,12,2
geanticlinais,geanticlinal,13,2
geadas,geada,6,2
geada,geada,5,2
gebreira,gebreira,8,2
gádida,gádida,6,2
gefíreos,gefíreo,8,2
geóides,geóide,7,2
gelatina,gelatina,8,2
gelatarias,gelataria,10,2
gelataria,gelataria,9,2
gelasinas,gelasina,9,2
gelasina,gelasina,8,2
gelantos,gelanto,8,2
gelanto,gelanto,7,2
geladuras,geladura,9,2
geladura,geladura,8,2
geladeiras,geladeira,10,2
geladeira,geladeira,9,2
geóide,geóide,6,2
geladas,gelada,7,2
geladaria,geladaria,9,2
gelada,gelada,6,2
gel,gel,3,2
geistórias,geistória,10,2
geistória,geistória,9,2
geiseritos,geiserito,10,2
geiserito,geiserito,9,2
geios,geio,5,2
geio,geio,4,2
geidrografias,geidrografia,13,2
geidrografia,geidrografia,12,2
geladarias,geladaria,10,2
geometrista,geometrista,11,2
geometristas,geometrista,12,2
geometrizações,geometrização,14,2
gimnasiarco,gimnasiarco,11,2
gimnasiarcas,gimnasiarca,12,2
gimnasiarca,gimnasiarca,11,2
gimnantos,gimnanto,9,2
gimnanto,gimnanto,8,2
gimnandrias,gimnandria,11,2
gimnandria,gimnandria,10,2
gimbos,gimbo,6,2
gimbolinhas,gimbolinha,11,2
gimbolinha,gimbolinha,10,2
gimbo,gimbo,5,2
gim,gim,3,2
gilvazes,gilvaz,8,2
gilvaz,gilvaz,6,2
gilettes,gilette,8,2
gilette,gilette,7,2
giletes,gilete,7,2
gilete,gilete,6,2
gilberts,gilbert,8,2
gilbert,gilbert,7,2
gilbardeiras,gilbardeira,12,2
gilbardeira,gilbardeira,11,2
gilbarbeiras,gilbarbeira,12,2
gimnasiarcos,gimnasiarco,12,2
gimnocarpo,gimnocarpo,10,2
gimnocarpos,gimnocarpo,11,2
gimnocaule,gimnocaule,10,2
gin,gin,3,1
gimnuros,gimnuro,8,2
gimnuro,gimnuro,7,2
gimnótidas,gimnótida,10,2
gimnótida,gimnótida,9,2
gimnotos,gimnoto,8,2
gimnoto,gimnoto,7,2
gimnotídeos,gimnotídeo,11,2
gimnotídeo,gimnotídeo,10,2
gimnospérmicas,gimnospérmica,14,2
gimnospérmica,gimnospérmica,13,2
gilbarbeira,gilbarbeira,11,2
gimnospermias,gimnospermia,13,2
gimnospermas,gimnosperma,12,2
gimnosperma,gimnosperma,11,2
gimnofobias,gimnofobia,11,2
gimnofobia,gimnofobia,10,2
gimnofionos,gimnofiono,11,2
gimnofiono,gimnofiono,10,2
gimnodermos,gimnodermo,11,2
gimnodermo,gimnodermo,10,2
gimnocerados,gimnocerado,12,2
gimnocerado,gimnocerado,11,2
gimnocaules,gimnocaule,11,2
gimnospermia,gimnospermia,12,2
gilas,gila,5,2
gila,gila,4,2
gigôs,gigô,5,2
giestas,giesta,7,2
giestal,giestal,7,2
giestais,giestal,8,2
giesta,giesta,6,2
giestó,giestó,6,2
gidouros,gidouro,8,2
gidouro,gidouro,7,2
égides,égide,6,2
égide,égide,5,2
gicleres,gicler,8,2
gicler,gicler,6,2
giesteira,giesteira,9,2
gibsites,gibsite,8,2
gibosidades,gibosidade,11,2
gibosidade,gibosidade,10,2
gibão,gibão,5,2
gibões,gibão,6,2
gibatão,gibatão,7,2
gibatões,gibatão,8,2
gibas,giba,5,2
gibanetes,gibanete,9,2
gibanete,gibanete,8,2
giba,giba,4,2
gáiacos,gáiaco,7,2
gibsite,gibsite,7,2
ginandromorfismo,ginandromorfismo,16,2
giesteiras,giesteira,10,2
giesteiros,giesteiro,10,2
gigotes,gigote,7,2
gigote,gigote,6,2
gigos,gigo,5,2
gigolôs,gigolô,7,2
gigolô,gigolô,6,2
gigo,gigo,4,2
gigâmetros,gigâmetro,10,2
gigâmetro,gigâmetro,9,2
gigas,giga,5,2
gigantostráceos,gigantostráceo,15,2
gigantostráceo,gigantostráceo,14,2
giesteiro,giesteiro,9,2
gigantorrincos,gigantorrinco,14,2
gigantomaquias,gigantomaquia,14,2
gigantomaquia,gigantomaquia,13,2
gigantão,gigantão,8,2
gigantismos,gigantismo,11,2
gigantismo,gigantismo,10,2
gigantões,gigantão,9,2
giganteias,giganteia,10,2
giganteia,giganteia,9,2
giga,giga,4,2
gigô,gigô,4,2
giestós,giestó,7,2
gigantorrinco,gigantorrinco,13,2
gáiaco,gáiaco,6,2
ginandromorfismos,ginandromorfismo,17,2
ginantropias,ginantropia,12,2
ginóstemo,ginóstemo,9,2
ginásios,ginásio,8,2
ginásio,ginásio,7,2
gins,gim,4,2
ginostémios,ginostémio,11,2
ginostémio,ginostémio,10,2
ginostégios,ginostégio,11,2
ginostégio,ginostégio,10,2
ginostemas,ginostema,10,2
ginostema,ginostema,9,2
ginofobias,ginofobia,10,2
ginofobia,ginofobia,9,2
ginjinhas,ginjinha,9,2
ginjinha,ginjinha,8,2
ginjeiras,ginjeira,9,2
ginjeira,ginjeira,8,2
ginjas,ginja,6,2
ginjal,ginjal,6,2
ginjais,ginjal,7,2
ginja,ginja,5,2
gingos,gingo,6,2
gingo,gingo,5,2
ginóstemos,ginóstemo,10,2
ginástica,ginástica,9,2
ginásticas,ginástica,10,2
gio,gio,3,2
giração,giração,7,2
giraldinhas,giraldinha,11,2
giraldinha,giraldinha,10,2
girafídeos,girafídeo,10,2
girafídeo,girafídeo,9,2
girafas,girafa,7,2
girafa,girafa,6,2
girações,giração,8,2
giradores,girador,9,2
girador,girador,7,2
ginges,ginge,6,2
gipsos,gipso,6,2
gipsografia,gipsografia,11,2
gipso,gipso,5,2
gipsófilas,gipsófila,10,2
gipsófila,gipsófila,9,2
gipaetos,gipaeto,8,2
gipaeto,gipaeto,7,2
ágios,ágio,5,2
gios,gio,4,2
giobertites,giobertite,11,2
giobertite,giobertite,10,2
ágio,ágio,4,2
gipsografias,gipsografia,12,2
gingerlins,gingerlim,10,2
gingerlinas,gingerlina,11,2
gingerlina,gingerlina,10,2
ginecomastias,ginecomastia,13,2
ginecomastia,ginecomastia,12,2
ginecomanias,ginecomania,12,2
ginecomania,ginecomania,11,2
ginecologistas,ginecologista,14,2
ginecologista,ginecologista,13,2
ginecologias,ginecologia,12,2
ginecologia,ginecologia,11,2
ginecografias,ginecografia,13,2
ginecografia,ginecografia,12,2
ginecofobias,ginecofobia,12,2
ginecomasto,ginecomasto,11,2
ginecofobia,ginecofobia,11,2
ginecocrata,ginecocrata,11,2
ginecocracias,ginecocracia,13,2
ginecocracia,ginecocracia,12,2
gineceus,gineceu,8,2
gineceu,gineceu,7,2
gincanas,gincana,8,2
gincana,gincana,7,2
ginastas,ginasta,8,2
ginasta,ginasta,7,2
ginasianos,ginasiano,10,2
ginasiano,ginasiano,9,2
ginecocratas,ginecocrata,12,2
ginantropia,ginantropia,11,2
ginecomastos,ginecomasto,12,2
ginecrocracias,ginecrocracia,14,2
gingerlim,gingerlim,9,2
ginge,ginge,5,2
gingas,ginga,6,2
gingação,gingação,8,2
gingações,gingação,9,2
ginga,ginga,5,2
ginóforos,ginóforo,9,2
ginóforo,ginóforo,8,2
ginetários,ginetário,10,2
ginetário,ginetário,9,2
ginetos,gineto,7,2
ginecrocracia,ginecrocracia,13,2
gineto,gineto,6,2
ginete,ginete,6,2
ginetas,gineta,7,2
ginetaços,ginetaço,9,2
ginetaço,ginetaço,8,2
gineta,gineta,6,2
ginerlinas,ginerlina,10,2
ginerlina,ginerlina,9,2
gineiras,gineira,8,2
gineira,gineira,7,2
ginecrocratas,ginecrocrata,13,2
ginecrocrata,ginecrocrata,12,2
ginetes,ginete,7,2
gói,gói,3,2
ghettos,ghetto,7,2
ghetto,ghetto,6,2
gergelins,gergelim,9,2
gergelim,gergelim,8,2
gerentes,gerente,8,2
gerente,gerente,7,2
gerenciamentos,gerenciamento,14,2
gerenciamento,gerenciamento,13,2
gerdermias,gerdermia,10,2
gerdermia,gerdermia,9,2
gerbos,gerbo,6,2
gerbão,gerbão,6,2
gerbo,gerbo,5,2
gerbões,gerbão,7,2
geratrizes,geratriz,10,2
geratriz,geratriz,8,2
geras,gera,5,2
geração,geração,7,2
geraniáceas,geraniácea,11,2
geraniácea,geraniácea,10,2
geralistas,geralista,10,2
geralista,geralista,9,2
geral,geral,5,2
gerais,geral,6,2
gerações,geração,8,2
geórgica,geórgica,8,2
geórgicas,geórgica,9,2
gergilada,gergilada,9,2
gergiladas,gergilada,10,2
germanismos,germanismo,11,2
germanismo,germanismo,10,2
germanidades,germanidade,12,2
germanidade,germanidade,11,2
germanices,germanice,10,2
germanice,germanice,9,2
germanadas,germanada,10,2
germanada,germanada,9,2
geringonças,geringonça,11,2
geringonça,geringonça,10,2
gerigonças,gerigonça,10,2
geradouros,geradouro,10,2
gerigonça,gerigonça,9,2
gerifalto,gerifalto,9,2
gerifaltes,gerifalte,10,2
gerifalte,gerifalte,9,2
geribés,geribé,7,2
geribandas,geribanda,10,2
geribanda,geribanda,9,2
geribé,geribé,6,2
geriatrias,geriatria,10,2
geriatria,geriatria,9,2
geriatras,geriatra,9,2
geriatra,geriatra,8,2
gerifaltos,gerifalto,10,2
geradouro,geradouro,9,2
georama,georama,7,2
geoquímicas,geoquímica,11,2
geoquímica,geoquímica,10,2
geopsicologias,geopsicologia,14,2
geopsicologia,geopsicologia,13,2
geopolíticas,geopolítica,12,2
geopolítica,geopolítica,11,2
geopitecos,geopiteco,10,2
geopiteco,geopiteco,9,2
geonomásticas,geonomástica,13,2
geonomástica,geonomástica,12,2
georamas,georama,8,2
geonomias,geonomia,9,2
geonemias,geonemia,9,2
geonemia,geonemia,8,2
geométridas,geométrida,11,2
geométrida,geométrida,10,2
geomorfologias,geomorfologia,14,2
geomorfologia,geomorfologia,13,2
geomorfogenias,geomorfogenia,14,2
geomorfogenia,geomorfogenia,13,2
geometrografias,geometrografia,15,2
geometrografia,geometrografia,14,2
geometrização,geometrização,13,2
geonomia,geonomia,8,2
germanista,germanista,10,2
georgina,georgina,8,2
georgismo,georgismo,9,2
geradoiros,geradoiro,10,2
geradoiro,geradoiro,9,2
gera,gera,4,2
geotropismos,geotropismo,12,2
geotropismo,geotropismo,11,2
geotermismos,geotermismo,12,2
geotermismo,geotermismo,11,2
geotermias,geotermia,10,2
geotermia,geotermia,9,2
geotectónicas,geotectónica,13,2
geotectónica,geotectónica,12,2
georginas,georgina,9,2
geotactismos,geotactismo,12,2
geostáticas,geostática,11,2
geostática,geostática,10,2
geossinclinal,geossinclinal,13,2
geossinclinais,geossinclinal,14,2
geossauros,geossauro,10,2
geossauro,geossauro,9,2
geosferas,geosfera,9,2
geosfera,geosfera,8,2
geoscopias,geoscopia,10,2
geoscopia,geoscopia,9,2
georgismos,georgismo,10,2
geotactismo,geotactismo,11,2
germanistas,germanista,11,2
germanizações,germanização,13,2
germanização,germanização,12,2
gessal,gessal,6,2
gessais,gessal,7,2
gessagens,gessagem,9,2
gessagem,gessagem,8,2
gessadas,gessada,8,2
gessada,gessada,7,2
gesnérias,gesnéria,9,2
gesnéria,gesnéria,8,2
gesneriáceas,gesneriácea,12,2
gessete,gessete,7,2
gesneriácea,gesneriácea,11,2
gerzelim,gerzelim,8,2
gervão,gervão,6,2
gervões,gervão,7,2
gerundivos,gerundivo,10,2
gerundivo,gerundivo,9,2
gerúsias,gerúsia,8,2
gerúsia,gerúsia,7,2
geroterapistas,geroterapista,14,2
geroterapista,geroterapista,13,2
geroterapias,geroterapia,12,2
geroterapia,geroterapia,11,2
gerzelins,gerzelim,9,2
geroterapeutas,geroterapeuta,14,2
gessetes,gessete,8,2
gessos,gesso,6,2
getas,geta,5,2
geta,geta,4,2
gestualidades,gestualidade,13,2
gestualidade,gestualidade,12,2
gestrelas,gestrela,9,2
gestrela,gestrela,8,2
gestoses,gestose,8,2
gestose,gestose,7,2
gestão,gestão,6,2
gesticulação,gesticulação,12,2
gesticulações,gesticulação,13,2
gesso,gesso,5,2
